geneSymbol	healthy	V2	V3	V4	V5	disease	V7	V8	V9	V10
TNFAIP8L2	0.4831592364725307	1.662132155731058	0.6988727571613673	1.5939676643064495	2.292231013752209	4.3114024059322285	4.659123527428411	4.495833400945996	4.645757006572782	4.615578306176584
AIF1	2.527104418890156	3.8619541844064527	2.7101556580901405	3.8715360371195104	4.699168703360186	6.920912346501629	6.969515064551746	7.174058395993826	7.298262656024855	7.1013701468122825
C1QC	3.0134707600449846	4.621040230018374	4.250272215076025	4.880719960687465	5.868691860241826	8.539585862858273	8.726308711330478	8.623609806126534	8.950118575358905	8.92175515161268
HLA-DRB1	6.2529258989067955	8.037478804301319	6.87183262217347	7.899707889873924	8.948073475444703	11.340514681635366	10.850226727821386	11.27948464643192	11.505298661455335	11.61170450956815
CTSS	2.457155267798342	3.9941904404348243	2.889304964433003	3.563706600422693	4.742280175067105	8.02364755077332	7.5803465244675134	8.086782612500926	8.356542584887226	8.415467083779966
ARSB	3.852486774639371	4.173285530884295	3.663622023702833	4.581860357291995	4.369907207186741	5.947503642231407	6.119062231114548	6.034083860649727	6.096665789396481	6.27220849417669
AIM2	-6.3686373025663965	-3.8904120292701396	-6.471475019440264	-1.1107402043056898	-2.146535810184127	2.975400495417234	3.449995245580846	4.435270756843508	4.132523386920937	4.301566078563453
SLC16A3	1.2138276415313518	3.0853563868515224	1.364106764358295	3.465227827513738	3.27978352551906	7.223299349636171	7.6245702050047015	7.684960084332368	7.428118047660735	7.3114597005228985
LYL1	0.9762438482200562	1.835249281132716	1.375672176560209	2.116620234791586	1.9417346937423972	3.8396163118481024	4.3005681797113144	4.179526348624414	4.057404879976246	3.738208685445048
ANTXRLP1	-3.547968007679636	-2.089057720363643	-3.3047106236873574	-1.5758724636749053	-2.146535810184127	0.41212854341030786	0.7394424973200777	0.630480946064311	0.9822890521554681	0.17167424637474285
IFITM3	4.923109645999333	6.000974143051607	5.425249199754023	5.981224777277839	6.06281935329926	7.576887273565453	7.993919499334592	7.404367897736622	7.357093553577347	7.828249151498916
BCAT1	3.944296183434785	5.252934916736141	4.575884318910212	5.715675497203343	5.0293942226264035	8.079078425549747	8.296867349991867	7.485305845963256	7.852067379900573	8.477686925322796
HCLS1	2.9129437599515287	4.330192516996612	4.005389708353891	4.4277692859850175	4.710442632982835	6.459406317988461	7.290364520884196	6.724861950177203	7.0782305942655475	7.698665031543317
ACSL5	2.4002878488303825	3.749958019494905	3.3257519147234595	3.5648811645862994	3.6471669104511077	5.8516741966742805	6.165467954361613	5.977101714185793	6.327336453706187	6.574916892664244
FERMT3	1.4308769584727927	3.0358452518531855	2.0783729096504016	2.6777091451848443	3.3613769142465886	5.827297614107321	6.384873478341028	5.902933612787724	6.181070446884486	6.432627653576861
CD4	3.824691213051192	5.037467643359802	4.392868480589208	4.8540141812143975	5.430876293441307	7.359210473222187	7.551115717939311	7.255089425230353	7.4086587470437095	8.077433863352883
TLR4	3.9535909912693374	5.465460974889214	5.649691899989694	6.0600494980821855	5.675603159745583	7.425614215834747	7.998593919462719	8.100682205294804	8.389438284023695	8.297656209408094
CEACAM21	-3.551831148901715	-0.916359210323913	-0.9876980620313371	0.05661142508086977	-0.7618063575543219	2.2509695194511115	2.7157086568281095	2.648831193870311	2.9691463473144366	2.7451387819596365
VSIG4	1.837513872873674	4.393402201143492	3.895376994406938	4.853720518856929	4.056331768260527	7.18069123564228	7.460774438142302	8.278310312444217	7.401664377451794	7.704008397810026
SIGLEC1	2.024830578598096	4.176952742390438	3.8599145061579243	4.313288129956532	4.558406477540637	6.239073358199023	6.860880527198559	7.205555148106373	7.196114988982658	7.317368099718926
GIMAP1	2.330709803969587	3.725256126468638	3.613935802949809	3.71264777551941	3.787996166206235	5.018735369084808	5.901070764122007	5.844085141718992	5.924597682559497	5.712698479021486
C2	2.7339106463792633	3.8478915164305363	3.5183965693327917	3.961981561849237	3.698864087524094	7.8674352850849205	7.72140535956324	8.232203428657535	8.450350040670626	8.02187236681204
ACP2	3.1003371670279836	3.869928909610411	3.6498176247708223	3.984372475817151	3.6652480924530897	6.294525319720135	6.20843302666823	6.575111210333793	6.689476678266823	6.69552299794844
CH25H	-1.3994160577077153	-0.07078542934189759	-0.36645529499713825	0.17834285478054743	0.006572973331702949	3.3306356094514373	2.9154561153129754	3.891242464133578	3.9973054400754147	3.725033171523747
